Livro,Autor,Ano,Área,Caminho_SSD
Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library,Enoque Ribeiro dos,2018,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library.md
OAB 5000 questões 2024,Wander Garcia,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\OAB 5000 questões 2024.md
OAB_2025_Como_Passar_na_OAB_1ª_Fase_5000_Questões_Comentadas,Wander Garcia et,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\OAB_2025_Como_Passar_na_OAB_1ª_Fase_5000_Questões_Comentadas.md
OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Constitucional,Adolfo Nishiyama,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Constitucional.md
OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Trabalhista_Wander_Garcia,Wander Garcia,2025,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Trabalhista_Wander_Garcia.md
Prática Trabalhista - 3a Ed - 2022 (2),Paulo Ralin,2022,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Prática Trabalhista - 3a Ed - 2022 (2).md
Prática Trabalhista - 3a Ed - 2022,Paulo Ralin,2022,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Prática Trabalhista - 3a Ed - 2022.md
PREPARAcaO-AFT-METAS-DA-SEMANA-03,home,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAcaO-AFT-METAS-DA-SEMANA-03.md
PREPARAO-AFT-DIREITO-DO-TRABALHO-META-03-Relao-de-Trabalho,PREPARAÇÃO PRÉ,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO-AFT-DIREITO-DO-TRABALHO-META-03-Relao-de-Trabalho.md
PREPARAO_AFT_AUDITORIA_META_01_Normas_brasileiras_para_o_exerccio,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO_AFT_AUDITORIA_META_01_Normas_brasileiras_para_o_exerccio.md
PREPARAO_AFT_DIREITOS_HUMANOS_META_01_Introduo_Evoluo_Histrica_Destinatrio,GUSTAVO SOUZA DIAS,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO_AFT_DIREITOS_HUMANOS_META_01_Introduo_Evoluo_Histrica_Destinatrio.md
PREPARAO_AFT_DIREITO_COLETIVO_DO_TRABAHO_META_02_Organizao_Sindical,GUSTAVO SOUZA DIAS,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO_AFT_DIREITO_COLETIVO_DO_TRABAHO_META_02_Organizao_Sindical.md
PREPARAO_AFT_DIREITO_DO_TRABALHO_META_04_Empregados_domsticos_e,PREPARAÇÃO PRÉ,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO_AFT_DIREITO_DO_TRABALHO_META_04_Empregados_domsticos_e.md
PREPARAO_AFT_SST_META_02_Segurana_e_sade_no_trabalho_nos_diplomas,GUSTAVO SOUZA DIAS,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\PREPARAO_AFT_SST_META_02_Segurana_e_sade_no_trabalho_nos_diplomas.md
Reforma_Trabalhista_análises_e_comentários_sobre_a_Lei_n_13_4672017,REFORMA,2019,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Reforma_Trabalhista_análises_e_comentários_sobre_a_Lei_n_13_4672017.md
SEGURANÇA E SAÚDE NO TRABALHO - META 08,SAÚDE NO TRABALHO,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\SEGURANÇA E SAÚDE NO TRABALHO - META 08.md
SEGURANÇA_E_SAÚDE_NO_TRABALHO_META_01_E_LEITURA_ESQUEMATIZADA_DA,EDITAL AFT,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\SEGURANÇA_E_SAÚDE_NO_TRABALHO_META_01_E_LEITURA_ESQUEMATIZADA_DA.md
Semana-1-OAB-XXXV-desbloqueado,CRONOGRAMA,Não identificado,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Semana-1-OAB-XXXV-desbloqueado.md
Semana-2-OAB-XXXV-desbloqueado,CRONOGRAMA,Não identificado,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Semana-2-OAB-XXXV-desbloqueado.md
Semana-3-OAB-XXXV-desbloqueado,CRONOGRAMA,Não identificado,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Semana-3-OAB-XXXV-desbloqueado.md
Serie_Resumo_1a_Fase_OAB_Civi_Robinson,Robinson Sakiyama Barreirinhas,2014,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Serie_Resumo_1a_Fase_OAB_Civi_Robinson.md
Super-revisão-Oab-Doutrina-Completa-Vol.-01 2023,Adolfo Mamoro Nishiyama,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Super-revisão-Oab-Doutrina-Completa-Vol.-01 2023.md
Trabalho,User,2023,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Trabalho.md
Trabalho_ Processo (2024-06-18),User,2024,processo_trabalho,D:\doutora-ia\direito\ebooksmds\processo_trabalho\Trabalho_ Processo (2024-06-18).md
2018 - Teoria Geral do Estado - Sahid Maluf,Sahid Maluf,2018,teoria_geral_do_direito,D:\doutora-ia\direito\ebooksmds\teoria_geral_do_direito\2018 - Teoria Geral do Estado - Sahid Maluf.md
Outros - 2018 - Teoria Geral do Estado - Sahid Maluf,Sahid Maluf,2018,teoria_geral_do_direito,D:\doutora-ia\direito\ebooksmds\teoria_geral_do_direito\Outros - 2018 - Teoria Geral do Estado - Sahid Maluf.md
"Teoria geral do processo- Cintra, Grinover e Dinamarco",Cândido Rangel DINAMARCO,2015,teoria_geral_do_direito,"D:\doutora-ia\direito\ebooksmds\teoria_geral_do_direito\Teoria geral do processo- Cintra, Grinover e Dinamarco.md"
#Comentários À Reforma Trabalhista (2017),VÓLIA BOMFIM CASSAR,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\#Comentários À Reforma Trabalhista (2017).md
03_Curso_de_Direito_do_Trabalho_Gustavo_Felipe_Barbosa_Garcia_11ª,NOTAS PRÉVIAS DO AUTOR,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\03_Curso_de_Direito_do_Trabalho_Gustavo_Felipe_Barbosa_Garcia_11ª.md
2012_Rotinas_Trabalhistas_e_Previdenciárias_para_Organizações_Contábeis,Não identificado,2016,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\2012_Rotinas_Trabalhistas_e_Previdenciárias_para_Organizações_Contábeis.md
2018_Direito_do_Trabalho_Teoria_e_Questões_Práticas_2018_Rogério,Não identificado,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\2018_Direito_do_Trabalho_Teoria_e_Questões_Práticas_2018_Rogério.md
2019_Prática_Prática_Jurídica_Trabalhista_Leone_Pereira_9ed_Saraiva,Leone Pereira,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\2019_Prática_Prática_Jurídica_Trabalhista_Leone_Pereira_9ed_Saraiva.md
2023 - CLT COMENTADA - Luciano Viveiros de Paula e Luiz,LUCIANO VIVEIROS,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\2023 - CLT COMENTADA - Luciano Viveiros de Paula e Luiz.md
4712 Curso de Direito do Trabalho Carlos Henrique Bezerra Leite 2020,BREVE HISTÓRICO DO TRABALHO,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\4712 Curso de Direito do Trabalho Carlos Henrique Bezerra Leite 2020.md
865702711-Livro-de-Precedentes-Trabalhistas-maio2025,PRECEDENTES,2025,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\865702711-Livro-de-Precedentes-Trabalhistas-maio2025.md
A Reforma Trabalhista no Brasil (2017),MAURICIO GODINHO DELGADO,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\A Reforma Trabalhista no Brasil (2017).md
Acidentes_do_Trabalho_e_Doenças_Ocupacionais_2023_Antônio_Lopes,Antonio Lopes Monteiro,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Acidentes_do_Trabalho_e_Doenças_Ocupacionais_2023_Antônio_Lopes.md
AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT.,Não Identificado,Não Identificado,Geral,D:\doutora-ia\direito\ebooksmds\trabalho\AFT-SEG E SAUDE NO TRABALHO META-05-CONVENCAO 139-DA-OIT..md
AFT_DIREITO_DO_TRABALHO_META_07_Relacao_de_Trabalho_Lato_Sensu,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\AFT_DIREITO_DO_TRABALHO_META_07_Relacao_de_Trabalho_Lato_Sensu.md
Assedio_Moral_Trabalhista_2022_Luciano_Martinez_e_Pedro_Lino_de,Luciano Martinez,2022,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Assedio_Moral_Trabalhista_2022_Luciano_Martinez_e_Pedro_Lino_de.md
Audiência Trabalhista,Marcelo Toledo,2016,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Audiência Trabalhista.md
Audiência_Trabalhista_na_Prática_2023_Marcelo_Muniz_Baptista_Viana,Marcelo Muniz,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Audiência_Trabalhista_na_Prática_2023_Marcelo_Muniz_Baptista_Viana.md
Audiência_Trabalhista_na_Prática_Henrique_Macedo_Hinz_2018,Henrique Macedo Hinz,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Audiência_Trabalhista_na_Prática_Henrique_Macedo_Hinz_2018.md
A_Participacao_dos_Empregados_n_Americo_Luis_Martins_da_Silva,Américo Luis Martins,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\A_Participacao_dos_Empregados_n_Americo_Luis_Martins_da_Silva.md
A_prática_da_justa_causa_aplicada_pelo_empregador_e_as_consequências,PARLATO FONSECA VAZ,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\A_prática_da_justa_causa_aplicada_pelo_empregador_e_as_consequências.md
CLT - 20241 - 25012024_240314_085428,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT - 20241 - 25012024_240314_085428.md
CLT COMENTADA - Homero Batista Mateus da Silva - 2019,PÁGINA II,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT COMENTADA - Homero Batista Mateus da Silva - 2019.md
CLT Comentada pela Reforma Trabalhista - Luciano Viveiros - 2018,LUCIANO VIVEIROS,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT Comentada pela Reforma Trabalhista - Luciano Viveiros - 2018.md
CLT comentada,Não identificado,2006,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT comentada.md
CLT Organizada - Vólia Bomfim Cassar - 2020,Vólia Bomfim Cassar,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT Organizada - Vólia Bomfim Cassar - 2020.md
CLT Organizada – Vólia Bomfim Cassar,ACORDO COM,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT Organizada – Vólia Bomfim Cassar.md
CLT,YOUR LOGO,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT.md
CLT_Comentada_Edição_Comemorativa_80_anos_Luciano_Viveiros_Luiz,LUCIANO VIVEIROS,2025,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT_Comentada_Edição_Comemorativa_80_anos_Luciano_Viveiros_Luiz.md
CLT_Comentada_pela_Reforma_Trabalhista,LUCIANO VIVEIROS,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT_Comentada_pela_Reforma_Trabalhista.md
CLT_Comentada_pela_Reforma_Trabalhista_Luciano_Viveiros_2018,LUCIANO VIVEIROS,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT_Comentada_pela_Reforma_Trabalhista_Luciano_Viveiros_2018.md
CLT_e_Súmulas_do_TST_Comentadas_André_Luiz_Paes_de_Almeida_2019,MARIA JOSÉ DA COSTA PAES DE ALMEIDA,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CLT_e_Súmulas_do_TST_Comentadas_André_Luiz_Paes_de_Almeida_2019.md
Coleção_Prática_Forense_Volume_7_Prática_Trabalhista_8ª,PRIMEIRAS PÁGINAS,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Coleção_Prática_Forense_Volume_7_Prática_Trabalhista_8ª.md
Consolidação das Leis do Trabalho - 2025.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Consolidação das Leis do Trabalho - 2025.1.md
Curso de Direito do Trabalho (2),Luciano Martinez,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito do Trabalho (2).md
Curso de Direito do Trabalho - Gustavo Filipe Barbosa Garcia (18ª ed – 2023),Unknown,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito do Trabalho - Gustavo Filipe Barbosa Garcia (18ª ed – 2023).md
Curso de Direito do Trabalho 2023,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito do Trabalho 2023.md
Curso de Direito do Trabalho Carlos Henrique Bezerra Leite 2024,Carlos Henrique Bezerra,2024,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito do Trabalho Carlos Henrique Bezerra Leite 2024.md
Curso de Direito do Trabalho Maurício Godinho Delgado 2019,Nexar,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito do Trabalho Maurício Godinho Delgado 2019.md
CURSO DE DIREITO DO TRABALHO,AMAURI MASCARO NASCIMENTO,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CURSO DE DIREITO DO TRABALHO.md
Curso de Direito Processual do Trabalho - Sérgio Pinto Martins - 2023,Não identificado,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso de Direito Processual do Trabalho - Sérgio Pinto Martins - 2023.md
curso processual do trabalho,CATALOGAÇÃO NA FONTE,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\curso processual do trabalho.md
Curso-de-Direito-do-Trabalho-2023-Leite,Carlos Henrique Bezerra,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso-de-Direito-do-Trabalho-2023-Leite.md
Curso_de_Direito_do_Trabalho_2019,Luciano Martinez,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso_de_Direito_do_Trabalho_2019.md
Curso_de_Direito_do_Trabalho_2019_Carlos_Henrique_Bezerra_Leite,Carlos Henrique Bezerra,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso_de_Direito_do_Trabalho_2019_Carlos_Henrique_Bezerra_Leite.md
Curso_de_Direito_do_Trabalho_Carlos_Henrique_Bezerra_Leite_2018,Carlos Henrique Bezerra,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso_de_Direito_do_Trabalho_Carlos_Henrique_Bezerra_Leite_2018.md
CURSO_DE_DIREITO_DO_TRABALHO_CURSO_DE_DI,ABRANGÊNCIA DA ÁREA JURÍDICO,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CURSO_DE_DIREITO_DO_TRABALHO_CURSO_DE_DI.md
Curso_de_Direito_do_Trabalho_Mauricio_Godinho_Delgado_18ºEdição,Nexar,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Curso_de_Direito_do_Trabalho_Mauricio_Godinho_Delgado_18ºEdição.md
CURSO_DE_DIREITO_DO_TRABALHO_MAURICIO_GODINHO_DELGADO_2019,Nexar,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\CURSO_DE_DIREITO_DO_TRABALHO_MAURICIO_GODINHO_DELGADO_2019.md
Cálculos Trabalhistas (2017) - Aristeu de Oliveira,Aristeu de Oliveira,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Cálculos Trabalhistas (2017) - Aristeu de Oliveira.md
DIREITO COLETIVO DO TRABALHO - META 01,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\DIREITO COLETIVO DO TRABALHO - META 01.md
DIREITO COLETIVO DO TRABALHO - META 07,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\DIREITO COLETIVO DO TRABALHO - META 07.md
Direito do Trabalho (2018),JORGE NETO,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito do Trabalho (2018).md
Direito do Trabalho - Mariza Vestcon,Mariza Vestcon,2004,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito do Trabalho - Mariza Vestcon.md
DIREITO DO TRABALHO - META 02,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\DIREITO DO TRABALHO - META 02.md
DIREITO DO TRABALHO - META 11,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\DIREITO DO TRABALHO - META 11.md
Direito do Trabalho - Ricardo Resende - 2020,Ricardo Resende,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito do Trabalho - Ricardo Resende - 2020.md
Direito Processual do Trabalho Sérgio Pinto Martins 2024 1,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2024,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito Processual do Trabalho Sérgio Pinto Martins 2024 1.md
Direito Processual do Trabalho – Sérgio Pinto Martins – 46ª Ed. – SP – SaraivaJur – 2024,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2024,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito Processual do Trabalho – Sérgio Pinto Martins – 46ª Ed. – SP – SaraivaJur – 2024.md
Direito Processual do Trabalho,JORGE NETO,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito Processual do Trabalho.md
DIREITO_DO_TRABALHO_META_01_Introdução_ao_Direito_do_Trabalho_Fontes,home,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\DIREITO_DO_TRABALHO_META_01_Introdução_ao_Direito_do_Trabalho_Fontes.md
Direito_Individual_Do_Trabalho_Curso_de_Revisão_e_Atualização_Laura,Não identificado,2013,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Direito_Individual_Do_Trabalho_Curso_de_Revisão_e_Atualização_Laura.md
enunciados_vii_jornada_da_saude_consolidacao_votajud_v_6_5_25,Laianny Gonçalves Mangabeira,2025,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\enunciados_vii_jornada_da_saude_consolidacao_votajud_v_6_5_25.md
Gran_Vade_Mecum_MPT_Procurador_do_Trabalho_Pós_Edital_versao_final,GRAN VADE MECUM,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Gran_Vade_Mecum_MPT_Procurador_do_Trabalho_Pós_Edital_versao_final.md
Manual de Prática Trabalhista - Aristeu de Oliveira,Editora Atlas,2011,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Manual de Prática Trabalhista - Aristeu de Oliveira.md
Manual de Prática Trabalhista,Gustavo Cisneiros,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Manual de Prática Trabalhista.md
Manual de Rotinas Trabalhistas - 10a edição - Roni Genicolo Garcia,Roni Genicolo Garcia,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Manual de Rotinas Trabalhistas - 10a edição - Roni Genicolo Garcia.md
MANUAL TRABALHO DOMESTICO web,MANUAL TRABALHO DOMESTICO,2013,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\MANUAL TRABALHO DOMESTICO web.md
Manual_de_Audiência_e_Prática_Trabalhista_Gustavo_Cisneiros_2018,Gustavo Cisneiros,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Manual_de_Audiência_e_Prática_Trabalhista_Gustavo_Cisneiros_2018.md
Mapas Mentais - 2023 - Direito do Trabalho,MAPAS MENTAIS PARA CONCURSOS PÚBLICOS,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Mapas Mentais - 2023 - Direito do Trabalho.md
Mauricio Godinho Delgado - A Reforma Trabalhista no Brasil (2017),MAURICIO GODINHO DELGADO,2017,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Mauricio Godinho Delgado - A Reforma Trabalhista no Brasil (2017).md
Negociação Coletiva de Trabalho - 2018,Enoque Ribeiro dos,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Negociação Coletiva de Trabalho - 2018.md
Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library (2),Enoque Ribeiro dos,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library (2).md
Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library,Enoque Ribeiro dos,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Negociação_Coletiva_de_Trabalho_Enoque_Ribeiro_dos_Santos_Z_Library.md
OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Trabalhista_Wander_Garcia,Wander Garcia,2025,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\OAB_2025_Como_Passar_na_OAB_2a_Fase_Pratica_Trabalhista_Wander_Garcia.md
PASSO A PASSO PARA ELABORACAO DE PETIÇÕES TRABALHISTAS - MARCO ANTONIO REDINZ,MARCO ANTONIO REDINZ,2016,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\PASSO A PASSO PARA ELABORACAO DE PETIÇÕES TRABALHISTAS - MARCO ANTONIO REDINZ.md
Prática Trabalhista - 3a Ed - 2022 (2),Paulo Ralin,2022,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Prática Trabalhista - 3a Ed - 2022 (2).md
Prática Trabalhista - 3a Ed - 2022,Paulo Ralin,2022,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Prática Trabalhista - 3a Ed - 2022.md
PREPARAO-AFT-DIREITO-DO-TRABALHO-META-03-Relao-de-Trabalho,PREPARAÇÃO PRÉ,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\PREPARAO-AFT-DIREITO-DO-TRABALHO-META-03-Relao-de-Trabalho.md
PREPARAO_AFT_DIREITO_COLETIVO_DO_TRABAHO_META_02_Organizao_Sindical,GUSTAVO SOUZA DIAS,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\PREPARAO_AFT_DIREITO_COLETIVO_DO_TRABAHO_META_02_Organizao_Sindical.md
PREPARAO_AFT_DIREITO_DO_TRABALHO_META_04_Empregados_domsticos_e,PREPARAÇÃO PRÉ,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\PREPARAO_AFT_DIREITO_DO_TRABALHO_META_04_Empregados_domsticos_e.md
PREPARAO_AFT_SST_META_02_Segurana_e_sade_no_trabalho_nos_diplomas,GUSTAVO SOUZA DIAS,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\PREPARAO_AFT_SST_META_02_Segurana_e_sade_no_trabalho_nos_diplomas.md
Prática Jurídica Trabalhista,WINDOWS,2016,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Prática Jurídica Trabalhista.md
Reforma Trabalhista - Direito Processual,Volia Cassar,2020,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Reforma Trabalhista - Direito Processual.md
Reforma_Trabalhista_análises_e_comentários_sobre_a_Lei_n_13_4672017,REFORMA,2019,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Reforma_Trabalhista_análises_e_comentários_sobre_a_Lei_n_13_4672017.md
SEGURANÇA E SAÚDE NO TRABALHO - META 08,SAÚDE NO TRABALHO,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\SEGURANÇA E SAÚDE NO TRABALHO - META 08.md
SEGURANÇA_E_SAÚDE_NO_TRABALHO_META_01_E_LEITURA_ESQUEMATIZADA_DA,EDITAL AFT,2023,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\SEGURANÇA_E_SAÚDE_NO_TRABALHO_META_01_E_LEITURA_ESQUEMATIZADA_DA.md
"TRABALHO - OLIVEIRA, Aristeu de - Cálculos trabalhistas - 2017",Aristeu de Oliveira,2017,trabalho,"D:\doutora-ia\direito\ebooksmds\trabalho\TRABALHO - OLIVEIRA, Aristeu de - Cálculos trabalhistas - 2017.md"
"TRABALHO - REDINZ, Marco Antonio - Passo a passo para elaboração de petições trabalhista - 2018",Marco Antonio Redinz,2018,trabalho,"D:\doutora-ia\direito\ebooksmds\trabalho\TRABALHO - REDINZ, Marco Antonio - Passo a passo para elaboração de petições trabalhista - 2018.md"
Trabalho Escravo Contemporâneo-Lívia Miraglia-EB,Não identificado,2018,trabalho,D:\doutora-ia\direito\ebooksmds\trabalho\Trabalho Escravo Contemporâneo-Lívia Miraglia-EB.md
